1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.034769999999999968e+00,4.185010927453426850e-03,1.502127656224304664e-01,4.399655992201161880e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.530612244897959148e-02,2.118590000000000195e+00,4.204682582797563198e-03,1.537525525847226737e-01,4.504403454449047439e-01
3.000000000000000000e+00,0.000000000000000000e+00,3.061224489795918297e-02,2.216889999999999805e+00,4.171103000709803534e-03,1.488737588584367055e-01,4.402623172212580260e-01
4.000000000000000000e+00,0.000000000000000000e+00,4.591836734693877098e-02,2.217610000000000081e+00,4.182646320886493525e-03,1.550517132408342491e-01,4.395424854947851401e-01
5.000000000000000000e+00,0.000000000000000000e+00,6.122448979591836593e-02,2.378849999999999909e+00,4.188809875057162950e-03,1.482064834362295802e-01,4.480615788869944383e-01
6.000000000000000000e+00,0.000000000000000000e+00,7.653061224489796088e-02,2.186830000000000052e+00,4.178565197794266613e-03,1.502412404564530679e-01,4.403893892836724944e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.183673469387754196e-02,2.246809999999999974e+00,4.218611445018832264e-03,1.522905225336658175e-01,4.602910865190406042e-01
8.000000000000000000e+00,0.000000000000000000e+00,1.071428571428571369e-01,2.324339999999999851e+00,4.390062692747722164e-03,1.537407483883969916e-01,4.419916896829095276e-01
9.000000000000000000e+00,0.000000000000000000e+00,1.224489795918367319e-01,2.295980000000000132e+00,4.189808190859285568e-03,1.497247972445617803e-01,4.472174000832421226e-01
1.000000000000000000e+01,0.000000000000000000e+00,1.377551020408163129e-01,2.593049999999999855e+00,4.269949507083930715e-03,1.477939363959594188e-01,4.459442418265886499e-01
1.100000000000000000e+01,0.000000000000000000e+00,1.530612244897959218e-01,2.450870000000000104e+00,4.273997136387199143e-03,1.477215158141523266e-01,4.390764322072024384e-01
1.200000000000000000e+01,0.000000000000000000e+00,1.683673469387755028e-01,2.667689999999999895e+00,4.190864046109364464e-03,1.477524096810100829e-01,4.420643286595377086e-01
1.300000000000000000e+01,0.000000000000000000e+00,1.836734693877550839e-01,2.397980000000000000e+00,4.217530506768710045e-03,1.495612135013582034e-01,4.407683747016148956e-01
1.400000000000000000e+01,0.000000000000000000e+00,1.989795918367346927e-01,2.311789999999999790e+00,4.381244258058465506e-03,1.525657294593697477e-01,4.417695553632402516e-01
1.500000000000000000e+01,0.000000000000000000e+00,2.142857142857142738e-01,2.483309999999999906e+00,4.190531676431998899e-03,1.482144119109877201e-01,4.408299059049794466e-01
1.600000000000000000e+01,0.000000000000000000e+00,2.295918367346938826e-01,2.425910000000000011e+00,4.182019088220380147e-03,1.510498151937778033e-01,4.473674089643268070e-01
